Material;Descrição;Saldo Disp.;Estoque p/Armazenar;UM;Preço Unit.;Tipo MRP;Descrição do Calendário;Nec.NOV/2019;Nec.DEZ/2019;Nec.JAN/2020;Nec.FEV/2020;Nec.MAR/2020;Nec.ABR/2020;Cons.DEZ/2018;Cons.JAN/2019;Cons.FEV/2019;Cons.MAR/2019;Cons.ABR/2019;Cons.MAI/2019;Cons.JUN/2019;Cons.JUL/2019;Cons.AGO/2019;Cons.SET/2019;Cons.OUT/2019;Cons.NOV/2019;Pedido 1;Próxima Entrega;Dt. Conf. 1;Des.Status;Num.Mat.Fab.;Materiais Substituídos
10014150;VB12 DTT AGENT LIBERT SIEMENS;0;0;UN;255,23;VV;DIARIO;3,05;76,25;61;61;76,25;61;9;7;76;25;30;67;35;71;41;72;97;68;5500001368;26/11/2019;31/12/9999;LIBERADO;10995718;
10014151;RGT FOLATO DTT/REL ATELL IM 600T SIEMENS;0;0;UN;127,62;VV;DIARIO;1;25;20;11,252;14,065;11,252;6;8;30;0;5;4,562;20,032;20;3;5;23;20;5500001368;26/11/2019;31/12/9999;LIBERADO;10995576;
10014152;SOL CONDITIONER 2X1,5L SIEMENS;0;0;UN;421,17;VV;DIARIO;0,763;19,065;15,252;15,252;19,065;15,252;1;18;24;1;32;0;0;19;17;12;20;17;5500001368;26/11/2019;31/12/9999;LIBERADO;11099302;
10014153;SOL PROBE CLEANER 2 8X45ML SIEMENS;0;0;UN;114,89;VV;DIARIO;0,675;16,875;14,5;14,5;18,125;14,5;0;1;16;0;0;10;12;15;14;13;16;19;5500001368;26/11/2019;31/12/9999;LIBERADO;11099313;
10014154;SOL PROBE CLEANER 4 4X47ML SIEMENS;0;0;UN;138,89;VV;DIARIO;0,127;3,18;2,544;2,544;3,18;2,544;0;0;0;0;0;0;1;2;0;3;2;2;5500001368;25/11/2019;31/12/9999;LIBERADO;11099309;
10014155;CLB COLESTEROL  HDL LDL 3X1ML SIEMENS;0;0;UN;927,59;VV;DIARIO;0,017;0,415;0,332;0,332;0;0;2;0;4;0;1;0;0;0;0;0;0;0;5500001368;26/11/2019;31/12/9999;LIBERADO;11099402;
10014156;CLB QUIMICO CHEM 12X3ML SIEMENS;0;0;UN;1.321,08;VV;DIARIO;0,08;2;1,6;1,486;1,43;1,144;1;0;1;1;1;0;0;2;2;0;2;1;5500001368;26/11/2019;31/12/9999;LIBERADO;11099411;
10014157;CLB PROT C-REATIVA HSCRP 6X1ML SIEMENS;0;0;UN;1.162,25;VV;DIARIO;0,1;2,5;1,456;1,456;1,82;1,456;1;2;1;1;2;0;0;4;0;4;0;0;5500001368;26/11/2019;31/12/9999;LIBERADO;11099412;
10014158;CLB ENHANCED ESTRADIOL 2X2X2MLSIEMENS;0;0;UN;129,26;VV;DIARIO;0,225;5,625;2,668;2,668;3,335;2,668;1;0;2;1;0;1;6;3;2;4;2;2;5500001368;26/11/2019;31/12/9999;LIBERADO;10995495;
10014159;CLB ALCALINA FOSFATASE 6X1X1ML SIEMENS;0;0;UN;2.337,38;VV;DIARIO;0,05;1,25;1;0,284;0,355;0,284;1;0;2;3;0;1;0;2;2;0;0;0;5500001368;26/11/2019;31/12/9999;LIBERADO;11099316;
10014160;CLB GLOBULINA SHBG 2X2X2ML SIEMENS;0;0;UN;1.338,17;VV;DIARIO;0,067;1,665;1,332;1,332;1,665;1,332;1;0;0;1;1;0;0;3;0;1;2;1;5500001368;26/11/2019;31/12/9999;LIBERADO;10995673;
10014161;CTR PEPT NATRIURET TIP B 3X3X2ML SIEMENS;0;0;UN;209,62;VV;DIARIO;0,013;0,315;0,252;0,252;0,315;0,252;2;0;0;0;0;1;0;1;0;0;0;0;5500001368;26/11/2019;31/12/9999;LIBERADO;10995475;
10014162;CLB PEPT NATRIURET TIP B 2X2X2ML SIEMENS;0;0;UN;127,09;VV;DIARIO;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;10995473;
10014163;MULTI DILUENT 1 2X25ML SIEMENS;0;0;UN;92,04;VV;DIARIO;1,85;46,25;37;37;45,5;36;4;5;16;0;0;25;15;34;40;44;40;38;5500001368;28/11/2019;31/12/9999;LIBERADO;10995637;
10014164;MULTI DILUENT 2 2X10ML SIEMENS;0;0;UN;50,5;VV;DIARIO;0,5;12,5;10;10;12,5;10;1;5;16;0;0;7;12;8;9;11;11;12;5500001368;26/11/2019;31/12/9999;LIBERADO;10995644;
10014165;MULTI DILUENT 3 2X5ML SIEMENS;0;0;UN;331,51;VV;DIARIO;0,388;9,69;7,752;7,752;9,69;7,752;1;0;9;0;0;12;0;8;7;5;9;11;5300123459;25/11/2019;31/12/9999;LIBERADO;10995645;
10014166;CLB PSA 2X2X2ML SIEMENS;0;0;UN;126,53;VV;DIARIO;0,067;1,665;1,332;2,908;3,635;2,908;1;0;7;1;0;0;3;1;0;3;1;5;5500001368;26/11/2019;31/12/9999;LIBERADO;10995517;
10014167;CLB INSULINA 2X2X1ML SIEMENS;0;0;UN;225,26;VV;DIARIO;0,033;0,835;0,668;1;1,25;1;2;3;0;1;0;0;0;2;0;2;1;0;5500001368;26/11/2019;31/12/9999;LIBERADO;10995629;
10014168;CLB CA 125II 2X2X2ML SIEMENS;0;0;UN;212,25;VV;DIARIO;0,033;0,835;0,668;1;1,25;1;1;0;3;1;0;0;1;1;2;1;1;0;5500001368;26/11/2019;31/12/9999;LIBERADO;10995483;
10014169;CLB PEPTIDEO C 2X2X1ML SIEMENS;0;0;UN;378,47;VV;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;10995542;
10014170;CLB D 2X2X2ML SIEMENS;0;0;UN;138,22;VV;DIARIO;0,067;1,665;1,332;2;2,5;2;0;0;0;0;4;0;2;2;0;3;3;0;5500001368;26/11/2019;31/12/9999;LIBERADO;10995509;
10014171;SOL WASH 2X1,5L SIEMENS;0;0;UN;67,03;VV;DIARIO;0,963;24,065;19,252;19,252;24,065;19,252;1;10;11;11;20;13;11;15;18;18;26;22;5500001368;29/11/2019;31/12/9999;LIBERADO;11099301;
10014172;SOL PROBE CLEANER 1 4X45ML SIEMENS;0;0;UN;164,11;VV;DIARIO;0,238;5,94;4,752;4,752;5,94;4,752;0;0;0;5;0;0;5;8;6;5;4;4;5500001368;25/11/2019;31/12/9999;LIBERADO;11099312;
10014173;CLB APOLIPOPROTEINA A-1 B 5X1ML SIEMENS;0;0;UN;655,56;VV;DIARIO;0,013;0,315;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;5500001368;26/11/2019;31/12/9999;LIBERADO;11099329;
10014174;CLB SPCL CHEM 10X5ML SIEMENS;0;0;UN;1.698,14;VV;DIARIO;0,067;1,665;1,332;0,572;0,715;0,572;1;0;0;3;0;0;3;1;0;0;1;0;5500001368;25/11/2019;31/12/9999;LIBERADO;11099438;
10014175;CLB LSP 6NVS 1ML SIEMENS;0;0;UN;3.452,33;VV;DIARIO;0,3;7,5;6;6;7,5;6;1;1;3;6;4;6;4;9;10;5;9;4;5500001368;29/11/2019;31/12/9999;LIBERADO;11099434;
10014176;CLB CA 15-3 2X2X2ML SIEMENS;0;0;UN;247,82;VV;DIARIO;0,053;1,335;1,068;1,051;1,335;1,068;1;0;3;3;0;0;1;0;1;2;1;0;5500001368;26/11/2019;31/12/9999;LIBERADO;10995487;
10014177;CLB MICROALBUMINA 2 5X2ML SIEMENS;0;0;UN;678,9;VV;DIARIO;0,055;1,365;1,092;1,092;1,365;1,092;2;0;0;1;1;0;0;0;0;1;1;1;5500001368;26/11/2019;31/12/9999;LIBERADO;11099435;
10014178;CLB FPSA LIV 2X2X2ML SIEMENS;0;0;UN;167,45;VV;DIARIO;0,05;1,25;1;0,572;0,715;0,572;1;0;4;1;0;0;1;2;0;0;1;1;5500001368;26/11/2019;31/12/9999;LIBERADO;10995578;
10014179;MULTI DILUENT 2 IMM2000 55ML SIEMENS;0;0;UN;0,01;VV;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;10387058;
10014180;CLB DRUG 5NVS 3ML SIEMENS;0;0;UN;1.224,91;VV;DIARIO;0;0;0;0,572;0,715;0,572;1;1;0;1;1;0;0;0;1;0;1;0;;;;LIBERADO;11099336;
10014181;DILUENT VITAMIN D TOT 2X25ML SIEMENS;0;0;UN;664,29;VV;DIARIO;0,277;6,925;5,54;5,54;6,925;5,54;1;0;1;1;0;5;2;6;1;6;5;6;5500001368;29/11/2019;31/12/9999;LIBERADO;10995721;
10014182;CLB ANTI TIREOGLOBULINA 2X2X1ML SIEMENS;0;0;UN;176,23;VV;DIARIO;0,15;3,75;3;3;3,75;3;1;0;0;0;3;0;3;6;6;4;4;5;5500001368;26/11/2019;31/12/9999;LIBERADO;10995493;
10014183;CTR ANTI TIREOGLOBULINA 2X3X2ML SIEMENS;0;0;UN;335,79;VV;DIARIO;0,183;4,585;3,668;5,332;6,665;5,332;7;0;0;4;0;1;0;10;0;6;7;4;5500001368;26/11/2019;31/12/9999;LIBERADO;10995465;
10014184;CLB PEROXID ANTI TIREOID 2X2X1ML SIEMENS;0;0;UN;172,16;VV;DIARIO;0,125;3,125;2,5;2,5;3,125;2,5;0;0;0;3;3;0;3;3;3;4;2;2;5500001368;26/11/2019;31/12/9999;LIBERADO;10995516;
10014185;CTR VITAMIN D TOT 2X3X2ML SIEMENS;0;0;UN;482,4;VV;DIARIO;0,3;7,5;6;7,468;9,335;7,468;2;0;4;2;0;3;0;5;6;7;12;3;5500001368;26/11/2019;31/12/9999;LIBERADO;10995724;
10014186;CLB B 2X2X5ML SIEMENS;0;0;UN;194,15;VV;DIARIO;0,067;1,665;1,332;2,8;3,5;2,8;1;0;3;2;0;0;2;2;0;3;1;3;5300123439;25/11/2019;31/12/9999;LIBERADO;10995503;
10014187;CLB C ADVIA 2X2X5ML SIEMENS;0;0;UN;143,83;VV;DIARIO;0,133;3,335;2,668;1,5;1,875;1,5;0;0;0;0;0;0;3;5;0;1;1;2;5500001368;26/11/2019;31/12/9999;LIBERADO;10995506;
10014188;CLB E ADVIA 2X2X2ML SIEMENS;0;0;UN;151,98;VV;DIARIO;0,067;1,665;1,332;1,6;2;1,6;1;0;2;5;0;0;2;2;0;3;1;1;5500001368;26/11/2019;31/12/9999;LIBERADO;10995512;
10014189;RGT CKMB 2X2X2ML SIEMENS;0;0;UN;210,8;VV;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;10995532;
10014190;SOL PROBE WASH3 1X50ML SIEMENS;0;0;UN;167,4;VV;DIARIO;0,017;0,415;0,332;0,332;0;0;1;0;5;1;0;0;0;0;0;0;0;0;5500001368;18/11/2019;31/12/9999;LIBERADO;10995666;
10014191;CTR SYPH QC 2X2X7ML SIEMENS;0;0;UN;0,01;ZM;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;10995676;
10014192;CLB A ADVIA 2X2X5ML SIEMENS;0;0;UN;184,38;VV;DIARIO;0,175;4,375;2,252;2,252;2,815;2,252;1;1;2;3;2;0;4;3;4;3;1;3;5500001368;26/11/2019;31/12/9999;LIBERADO;10995500;
10014202;RGT HBA1CDX TQ G3 C513 500T ROCHE;5,532;0;UN;125;VV;DIARIO;1,534;38,355;30,684;30,684;38,355;30,684;28;22;31;27;28;15,812;23,556;29,529;29,736;33,881;37,518;31,607;5300124050;29/11/2019;;LIBERADO;7559674190;
10014203;RGT HEMOLYZING FTQ HBA1C C513 98ML ROCHE;1,933;0;UN;42;VV;DIARIO;0,32;8;6,4;6,4;8;6,4;12;4;8;7;5;3,307;4,918;6,156;6,2;7,063;7,822;6,594;5500001368;04/12/2019;31/12/9999;LIBERADO;7224648190;
10014204;PROBE CTS ASSY ROCHE;0;0;UN;0,01;VV;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;7855257001;
10014205;REACTION CELL C513 ROCHE;0;0;UN;5.250,00;VV;DIARIO;0,038;0,94;0,752;0,752;0,752;0;2;2;0;0;5;0;3;0;0;0;0;0;5500001368;21/11/2019;31/12/9999;LIBERADO;7700814001;
10014206;SOL SPECIAL CELL CLEANING 79ML ROCHE;0;0;UN;35;VV;DIARIO;0,493;12,335;9,868;9,868;12,335;9,868;16;8;11;8;9;5;1;4;6;11;12;10;5300124051;29/11/2019;;LIBERADO;7224656190;
10014207;RGT ANTI HAV ELEC E2G 300T ROCHE;3,259;0;UN;463,2;VV;DIARIO;0,23;5,74;4,592;4,592;7,153;6,476;7;7;11;10;4,449;2,341;2,454;3,738;14,745;3,246;3,564;5,612;5300123460;25/11/2019;;LIBERADO;7026757190;
10014208;RGT ANTI HAV IGM ELEC E2G 300T ROCHE;8,681;0;UN;429,51;VV;DIARIO;0,367;9,185;7,348;7,348;11,627;10,604;8;5;11;10;2,455;2,516;2,985;4,572;9,034;7,308;19,32;8,348;;;;LIBERADO;7026773190;
10014209;RGT ANTI HBC G2 ELEC E2G 300T ROCHE;5,019;0;UN;228,39;VV;DIARIO;0,859;21,47;17,176;17,176;16,586;10,664;5;5;13;10;0,361;9,791;8,612;14,366;6,586;10,953;15,488;14,004;5300124046;29/11/2019;31/12/9999;LIBERADO;7026790190;
10014210;RGT ANTI HBC IGM ELEC E2G 300T ROCHE;2,756;0;UN;408,63;VV;DIARIO;0,443;11,08;8,864;8,864;8,812;5,84;8;6;14;10;0,709;4,537;3,722;6,965;6,348;5,458;7,161;6,654;5300123268;22/11/2019;31/12/9999;LIBERADO;7026811190;
10014211;RGT ANTI HBE ELEC E2G 300T ROCHE;2,679;0;UN;222,6;VV;DIARIO;0,15;3,74;2,992;2,992;8,123;8,836;7;10;10;5;1,282;0;1,431;2,431;1,518;2,287;29,531;2,887;;;;LIBERADO;7026838190;
10014212;RGT ANTI HBS G2 ELEC E2G 300T ROCHE;8,056;0;UN;263,19;VV;DIARIO;2,771;69,275;55,42;55,42;62,315;46,14;12;8;10;12;34,212;33,638;28,489;48,624;36,024;57,674;53,754;54,206;5500001368;29/11/2019;31/12/9999;LIBERADO;7026854190;
10014213;RGT ANTI HCV G2 ELEC E2G 300T ROCHE;8,656;0;UN;494,15;VV;DIARIO;4,485;112,125;89,7;89,7;86,286;55,248;18;7;13;16;39,077;31,566;34,714;53,9;69,736;49,64;63,029;59,443;5500001368;29/11/2019;31/12/9999;LIBERADO;7026889190;
10014214;RGT CHAGAS ELEC E2G 300T ROCHE;1,211;0;UN;384,81;VV;DIARIO;0,045;1,125;1,38;1,38;1,725;1,38;3;1;9;0;0,041;0,26;0,455;1,072;0,955;0,944;1,563;2,59;;;;LIBERADO;7028164190;
10014215;RGT CMV IGG AVIDITY ELEC E2G 50T ROCHE;0;0;UN;101,36;VV;DIARIO;0,001;0,015;0,012;0,012;0,009;0;2;0;3;1;5;0;0,04;0;0;0;0;0;5500001368;26/11/2019;31/12/9999;LIBERADO;7027095190;
10014216;RGT CMV IGG ELEC E2G 300T ROCHE;7,866;0;UN;304,08;VV;DIARIO;1,466;36,645;29,316;29,316;25,332;14,232;5;2;4;2;10,699;11,515;24,518;14,697;18,501;14,453;14,981;14,763;5300124046;29/11/2019;;LIBERADO;7027117190;
10014217;RGT CMV IGM ELEC E2G 300T ROCHE;6,624;0;UN;297,72;VV;DIARIO;1,271;31,77;25,416;25,416;23,262;14,072;7;2;4;3;7,033;10,949;19,518;15,08;16,884;17,416;12,683;14,307;5300124046;29/11/2019;;LIBERADO;7027133190;
10014218;RGT HBEAG ELEC E2G 300T ROCHE;9,021;0;UN;194,1;VV;DIARIO;0,376;9,405;7,524;7,524;5,697;2,58;3;12;9;2;1,279;1,372;7,905;2,235;3,038;2,185;2,93;3,065;5300123268;22/11/2019;31/12/9999;LIBERADO;7027427190;
10014219;RGT HBSAG G2 ELEC E2G 300T ROCHE;11,007;0;UN;189,84;VV;DIARIO;4,189;104,715;83,772;83,772;85,68;58,392;37;10;19;10;30;36,893;34,879;57,847;66,099;55,631;73,783;59,184;5300124046;29/11/2019;;LIBERADO;7251076190;
10014220;RGT HIV DUO ELEC E2G 300T ROCHE;9,69;0;UN;296,4;VV;DIARIO;3,315;82,87;66,296;66,296;71,014;50,488;40;4;10;17;32,516;35,882;37,883;56,025;60,154;52,338;57,659;50,181;5300124046;29/11/2019;;LIBERADO;7229542190;
10014221;RGT HTLV ELEC E2G 300T ROCHE;4,741;0;UN;909,36;VV;DIARIO;0,538;13,455;10,764;10,764;9,729;5,796;6;8;11;2;1,628;3,234;2,993;4,466;8,745;4,143;5,668;6,618;5500001368;06/12/2019;31/12/9999;LIBERADO;7028202190;
10014222;RGT RUBELLA IGG ELEC E2G 300T ROCHE;8,308;0;UN;297;VV;DIARIO;0,771;19,275;15,42;15,42;15,465;10,34;6;3;13;2;5,612;11,607;11,366;3,468;19,659;10,347;2,896;12,922;5300124046;29/11/2019;;LIBERADO;7027770190;
10014223;RGT RUBELLA IGM ELEC E2G 300T ROCHE;7,415;0;UN;579,57;VV;DIARIO;1,001;25,025;20,02;20,02;18,38;11,16;15;6;13;2;1;7,346;11,669;14,179;16,039;11,537;9,401;12,03;5300124046;29/11/2019;;LIBERADO;7027796190;
10014224;RGT SYPHILIS ELEC E2G 300T ROCHE;10,049;0;UN;1.492,47;VV;DIARIO;0,88;22;18,74;18,74;23,425;18,74;16;26;9;16;21,91;19,075;16,076;20,081;22,487;19,298;21,814;17,307;5300124046;29/11/2019;;LIBERADO;7251378190;
10014225;RGT TOXO IGG AVIDITY ELEC E2G 100T ROCHE;0;0;UN;62,36;VV;DIARIO;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;7027974190;
10014226;RGT TOXO IGG ELEC E2G 300T ROCHE;8,255;0;UN;187,08;VV;DIARIO;1,346;33,64;26,912;26,912;23,695;13,652;11;1;8;6;2,833;12,52;19,391;16,005;18,682;15,199;17,954;5,873;5500001368;04/12/2019;31/12/9999;LIBERADO;7028008190;
10014227;RGT TOXO IGM ELEC E2G 300T ROCHE;6,567;0;UN;319,71;VV;DIARIO;1,185;29,625;23,7;23,7;23,37;15,36;8;0;8;1;5,956;12,673;16,728;14,976;16,562;24,336;19,956;3,225;5300123268;22/11/2019;;LIBERADO;7028024190;
10014228;CTR CHAGAS PC ELEC 300T ROCHE;0;0;UN;296,27;VV;DIARIO;0,033;0,835;0,668;0,668;1,534;1,6;2;1;2;0;1;1;2;0;0;0;2;0;5500001368;25/11/2019;31/12/9999;LIBERADO;7092571190;
10014229;CTR CMV IGG AVIDITY PC ELEC 6X1ML ROCHE;0;0;UN;142,84;VV;DIARIO;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;5500001368;18/11/2019;31/12/9999;LIBERADO;5942322190;
10014230;CTR HIV G2 PC ELEC 6X2ML ROCHE;0;0;UN;112,59;VV;DIARIO;0,167;4,165;3,332;4;5;4;3;10;1;4;5;4;4;2;3;4;6;4;5500001368;26/11/2019;31/12/9999;LIBERADO;6924107190;
10014231;CTR HIV 2GRPO PC ELEC 4X2ML ROCHE;0;0;UN;77,13;VV;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;6924115190;
10014232;ASSAYTIP ASSAYCUP TRAY ROCHE;0;0;UN;559,45;VV;DIARIO;2;50;40;40;50;40;10;11;13;8;35;34;26;52;40;47;44;40;5500001368;29/11/2019;31/12/9999;LIBERADO;5694302001;
10014233;DILUENT HEPATITIS A ELEC ROCHE;0;0;UN;166,84;VV;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;11361252122;
10014235;RGT HBSAG CONFIRMATORY ELEC 40T ROCHE;0;0;UN;205,46;VV;DIARIO;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;11820648122;
10014236;LFC CUP ASSY ROCHE;0;0;UN;16,68;VV;DIARIO;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;7485425001;
10014237;PRE CLEAN M G2 ELEC E2G 2X2L ROCHE;0;0;UN;109,39;VV;DIARIO;1,5;37,5;30;24,752;30,94;24,752;26;9;24;14;22;28;31;41;23;26;37;29;5500001368;29/11/2019;31/12/9999;LIBERADO;6908853190;
10014238;PROCELL M G2 ELEC E2G 2X2L ROCHE;0;0;UN;35,42;VV;DIARIO;3,363;84,065;67,252;67,252;84,065;67,252;32;27;22;22;64;59;53;69;74;70;81;62;5500001368;26/11/2019;31/12/9999;LIBERADO;6908799190;
10014239;PW LFC CUP ASSY ROCHE;0;0;UN;186,5;VV;DIARIO;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;7485433001;
10014240;RESERVOIR CUP ASSY ROCHE;0;0;UN;128,77;VV;DIARIO;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;7485409001;
10014257;CTR CEPA E HORMAECHEI 7559 MBL P.LABOR;0;0;KIT;0,01;ZM;DIARIO;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;;LIBERADO;49288;
10014258;CLB 4 C/32 VITROS;0;0;KIT;0,01;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;1204668;
10014259;CLB 3 C/24 VITROS;0;0;KIT;0,01;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;1290709;
10014260;CLB QUIMICA 7 VITROS;0;0;KIT;0,01;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;1320498;
10014261;CLB 1 C/24 VITROS;0;0;KIT;0,01;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;1882208;
10014262;CLB 10 VITROS;0;0;KIT;0,01;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;6800189;
10014263;RGT VERIFIC  EFICIEN UPRO I VITROS;0;0;KIT;0,01;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;6800190;
10014264;RGT VERIFIC EFICIEN UPRO II VITROS;0;0;KIT;0,01;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;6800191;
10014265;FS CUVETTES C/4 VITROS;0;0;KIT;0,01;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;6801422;
10014266;FS MICROTIPS C/32 VITROS;0;0;KIT;0,01;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;6801423;
10014267;CLB 16 C/1 VITROS;0;0;KIT;0,01;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;6801700;
10014268;CLB 17 HSCRP C/5 VITROS;0;0;KIT;0,01;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;6801701;
10014269;CLB 19 DHDL LDL C/5 VITROS;0;0;KIT;0,01;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;6801703;
10014270;CLB 20 PROTEIN P/HPT VITROS;0;0;KIT;0,01;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;6801704;
10014271;CLB 21 APOA1 VITROS;0;0;KIT;0,01;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;6801705;
10014272;CLB 22 APOB VITROS;0;0;KIT;0,01;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;6801706;
10014273;CLB 24 VITROS;0;0;KIT;0,01;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;6801708;
10014274;RGT REAT MICROALBUMIN UALB 300T VITROS;0;0;KIT;0,01;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;6801740;
10014275;CTR HSCRP PV1 C/6 VITROS;0;0;KIT;0,01;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;6801742;
10014276;CTR PROTEIN PV1 C/6 VITROS;0;0;KIT;0,01;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;6801744;
10014277;CTR PROTEIN PV2 C/6 VITROS;0;0;KIT;0,01;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;6801745;
10014278;CTR MALB PV1 C/6 VITROS;0;0;KIT;0,01;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;6801746;
10014279;CTR MALB PV2 C/6 VITROS;0;0;KIT;0,01;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;6801747;
10014280;SOL DILUENT 1 APO AB KNA URIN C/3 VITROS;0;0;KIT;0,01;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;6801752;
10014281;MICROSENSOR FS C/2 VITROS;0;0;KIT;0,01;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;6801755;
10014282;CTR APOA PV1 C/6 VITROS;0;0;KIT;0,01;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;6801769;
10014283;CTR APOB PV1 C/6 VITROS;0;0;KIT;0,01;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;6801770;
10014284;CLB FS 1 C/12 VITROS;0;0;KIT;0,01;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;6801873;
10014285;SOL DILUENT RECONST FS C/12 VITROS;0;0;KIT;0,01;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;6801874;
10014286;CTR HSCRP PV2 C/6 VITROS;0;0;KIT;0,01;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;6801888;
10014287;CLB 25 C/2 CONJ C/6 VITROS;0;0;KIT;0,01;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;6801896;
10014288;CLB ECI P/BHCG 2 VITROS;0;0;KIT;0,01;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;6802221;
10014289;RGT UD08 C/6 VITROS;0;0;KIT;0,01;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;6802253;
10014290;CLB 28 ASLO  VITROS;0;0;KIT;0,01;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;6802323;
10014291;CLB 29 TIBC C/2 VITROS;0;0;KIT;0,01;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;6802344;
